Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Country 1,Country 2,Country 3,Country 4,Country 5,Country 6,Country 7,Country 8,Country 9,Country 10,Country 11,Country 12,Country 13,Country 14,Country 15,Country 16,Country 17,Country 18,University 1,University 2,University 3,University 4,University 5,University 6,University 7,University 8,University 9,University 10,University 11,University 12,University 13,University 14,University 15,University 16,University 17,University 18,Author with Affliliation 1,Author with Affliliation 2,Author with Affliliation 3,Author with Affliliation 4,Author with Affliliation 5,Author with Affliliation 6,Author with Affliliation 7,Author with Affliliation 8,Author with Affliliation 9,Author with Affliliation 10,Document Type,Publication Stage,Source,EID
"George, Geomol (58647546400)",Anusuya (57201975960),"Kanakala, Aishwarya (59327731600)","Lau, Cheeyong (57216207202)",,,,,,,58647546400; 57201975960; 59327731600; 57216207202,Exploring the superiority of encoder-decoder architecture over traditional image processing techniques for binary segmentation of underwater images,2024,AIP Conference Proceedings,0,10.1063/5.0229289,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204013109&doi=10.1063%2F5.0229289&partnerID=40&md5=0de1df4486339c9d866124f0358f78bd,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Geomol George - Chennai,null Anusuya - Chennai,Aishwarya Kanakala - Asia Pacific University of Technology and Innovation,Cheeyong Lau - Asia Pacific University of Technology and Innovation,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204013109
"Rashid, Muhammad Mahbubur (55420033000)","Alam, Mohammad Shafiul (58274386000)","Haque, Md Asikul (58141556300)","Ali, Mohammad Yeakub (55348433600)","Susiapan, Yvette Shaan Li (25931153500)",,,,,,55420033000; 58274386000; 58141556300; 55348433600; 25931153500,Effect of different modalities of facial images for diagnosis of ASD by deep neural network,2024,AIP Conference Proceedings,0,10.1063/5.0229865,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204013065&doi=10.1063%2F5.0229865&partnerID=40&md5=1d2549f00e086aa9fb6d7c160546be82,Malaysia,Bangladesh,Brunei Darussalam,Malaysia,,,,,,,,,,,,,,,International Islamic University Malaysia,Northern University Bangladesh,Universiti Teknologi Brunei,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,Muhammad Mahbubur Rashid - Kuala Lumpur,Mohammad Shafiul Alam - Kuala Lumpur,Md Asikul Haque - Dhaka,Mohammad Yeakub Ali - Universiti Teknologi Brunei,Yvette Shaan Li Susiapan - Kuala Lumpur,,,,,,Conference paper,Final,Scopus,2-s2.0-85204013065
"Mahitha Sree, E. (58886754800)","Nagaraju, V. (56594898300)","Thiruchelvam, Vinesh A.L. (55697499000)","Susiapan, Yvette Shaan Li (25931153500)",,,,,,,58886754800; 56594898300; 55697499000; 25931153500,Performance analysis of human emotion via speech recognition using artificial bee colony compared with particle swarm optimization algorithm,2024,AIP Conference Proceedings,0,10.1063/5.0229254,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204012903&doi=10.1063%2F5.0229254&partnerID=40&md5=84a368edc606fe6ffa43a0381689c0ac,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,E. Mahitha Sree - Saveetha School of Engineering,V. Nagaraju - Saveetha School of Engineering,Vinesh A.L. Thiruchelvam - Asia Pacific University of Technology and Innovation,Yvette Shaan Li Susiapan - Asia Pacific University of Technology and Innovation,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204012903
"Daniel, T. F. (59327761000)","Vasudevan, A. (57194199761)","Thiruchelvam, Vinesh A.L. (55697499000)","Susiapan, Yvette Shaan Li (25931153500)",,,,,,,59327761000; 57194199761; 55697499000; 25931153500,Investigation of quasi-static puncture force on thin novel hybrid Kevlar/Glass/Kevlar/ fiber composite compared with and without the sonication of MWCNT nanoparticles,2024,AIP Conference Proceedings,1,10.1063/5.0229307,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204012755&doi=10.1063%2F5.0229307&partnerID=40&md5=5d5f2b1675d46c3bf02f06e0974379ca,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,T. F. Daniel - Saveetha School of Engineering,A. Vasudevan - Saveetha School of Engineering,Vinesh A.L. Thiruchelvam - Asia Pacific University of Technology and Innovation,Yvette Shaan Li Susiapan - Asia Pacific University of Technology and Innovation,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204012755
"Choong, Pooi Ying (57215427809)","Chua, Yaw Long (56405027200)","Ker, Pin Jern (37461740800)","Ramasenderan, Narendran (59328285100)",,,,,,,57215427809; 56405027200; 37461740800; 59328285100,Development of photovoltaic powered greenhouse for the application in Peninsular Malaysia,2024,AIP Conference Proceedings,0,10.1063/5.0229533,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204012579&doi=10.1063%2F5.0229533&partnerID=40&md5=5584268f9c3b89e81cde1613089ac3f8,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,,,,,Universiti Tenaga Nasional,Universiti Tenaga Nasional,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,Pooi Ying Choong - Universiti Tenaga Nasional,Yaw Long Chua - Universiti Tenaga Nasional,Pin Jern Ker - Kajang,Narendran Ramasenderan - Kuala Lumpur,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204012579
"Ali, Amalina Ashikin Binti (58070921400)","Ibrahim, Z. (57217631746)","Aziz, Azlan (57208201192)","Ali, Mohammad Yeakub (55348433600)","Ramasenderan, Narendran (59328285100)",,,,,,58070921400; 57217631746; 57208201192; 55348433600; 59328285100,An electromyography signal enhancement for upper limb rehabilitation robot manipulator,2024,AIP Conference Proceedings,0,10.1063/5.0230019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204012536&doi=10.1063%2F5.0230019&partnerID=40&md5=9009dbef15d4f8aac600338d9d329f9c,Brunei Darussalam,Malaysia,,,,,,,,,,,,,,,,,Universiti Teknologi Brunei,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Amalina Ashikin Binti Ali - Universiti Teknologi Brunei,Z. Ibrahim - Universiti Teknologi Brunei,Azlan Aziz - Universiti Teknologi Brunei,Mohammad Yeakub Ali - Universiti Teknologi Brunei,Narendran Ramasenderan - Kuala Lumpur,,,,,,Conference paper,Final,Scopus,2-s2.0-85204012536
"Ramasenderan, Narendran (59328285100)","Thiruchelvam, Vinesh A.L. (55697499000)","Sivathasan, R. (59328367800)","Ravinchandra, Krishna A.L. (57148494700)","Saad, M. (59328266700)","Sivanesan, Sivakumar (57203359474)","Sathish, S. K. (59327993500)",,,,59328285100; 55697499000; 59328367800; 57148494700; 59328266700; 57203359474; 59327993500,"Enhancing palm oil production with IoT, AI, and machine vision",2024,AIP Conference Proceedings,1,10.1063/5.0229313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204012533&doi=10.1063%2F5.0229313&partnerID=40&md5=dada56952a1feeff6f1ea7ca7beadd7a,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Narendran Ramasenderan - Asia Pacific University of Technology and Innovation,Vinesh A.L. Thiruchelvam - Asia Pacific University of Technology and Innovation,R. Sivathasan - Asia Pacific University of Technology and Innovation,Krishna A.L. Ravinchandra - Asia Pacific University of Technology and Innovation,M. Saad - Asia Pacific University of Technology and Innovation,Sivakumar Sivanesan - Asia Pacific University of Technology and Innovation,S. K. Sathish - Asia Pacific University of Technology and Innovation,,,,Conference paper,Final,Scopus,2-s2.0-85204012533
"Naik, S. H. (59327741000)","Priyadarsini, Ps S.Uma (57988829700)","Kaviya, K. N. (57657976100)","Lau, Cheeyong (57216207202)",,,,,,,59327741000; 57988829700; 57657976100; 57216207202,A comparative study of real-time object detection using tensorflow's single shot multibox detector (SSD) and histogram of oriented gradient (HOG),2024,AIP Conference Proceedings,1,10.1063/5.0229230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204012289&doi=10.1063%2F5.0229230&partnerID=40&md5=1443c751e38970ff838d98d6c61136cb,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,S. H. Naik - Saveetha School of Engineering,Ps S.Uma Priyadarsini - Saveetha School of Engineering,K. N. Kaviya - Saveetha School of Engineering,Cheeyong Lau - Asia Pacific University of Technology and Innovation,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204012289
"Vinay, M. (59327859900)","Navin Kumar, B. (57444869000)","Alexander, C. H.C. (59327650600)",,,,,,,,59327859900; 57444869000; 59327650600,Experimental evaluation of cryogenic cooling's influence on surface roughness in monel milling,2024,AIP Conference Proceedings,0,10.1063/5.0229666,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204012247&doi=10.1063%2F5.0229666&partnerID=40&md5=59248efd441a10fec606027202d7f1e9,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,M. Vinay - Saveetha School of Engineering,B. Navin Kumar - Saveetha School of Engineering,C. H.C. Alexander - Kuala Lumpur,,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204012247
"Hamdani, S. R.Z. (59327737000)","Hussain, Syed Muddusir (59328495700)","Naz, Tayaba (59327989500)","Nadeem, Maryam (58759463900)","Rahman, Jawwad Sami Ur (57216780281)","Sathish, K. S. (59923033600)",,,,,59327737000; 59328495700; 59327989500; 58759463900; 57216780281; 59923033600,Comparative study of various image enhancement techniques using performance metrics for effective detection of diabetic retinopathy,2024,AIP Conference Proceedings,1,10.1063/5.0229439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204011936&doi=10.1063%2F5.0229439&partnerID=40&md5=f0a39ba8a668582930c28e7bef603cb7,Pakistan,Pakistan,Malaysia,,,,,,,,,,,,,,,,Riphah International University,Foundation University,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,S. R.Z. Hamdani - Riphah International University,Syed Muddusir Hussain - Riphah International University,Tayaba Naz - Islamabad,Maryam Nadeem - Riphah International University,Jawwad Sami Ur Rahman - Asia Pacific University of Technology and Innovation,K. S. Sathish - Asia Pacific University of Technology and Innovation,,,,,Conference paper,Final,Scopus,2-s2.0-85204011936
"Yashwanth, Krishnan B. (57776304400)","Akilandeswari, A. (57207653294)","Sathish, K. S. (59923033600)",,,,,,,,57776304400; 57207653294; 59923033600,Evaluation of the convolutional neural network and the transfer learning algorithm for the purpose of improving the accuracy of rice leaf disease classification,2024,AIP Conference Proceedings,0,10.1063/5.0229446,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204011736&doi=10.1063%2F5.0229446&partnerID=40&md5=fff21a9718761833f633bd6e0197842a,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Krishnan B. Yashwanth - Chennai,A. Akilandeswari - Chennai,K. S. Sathish - Asia Pacific University of Technology and Innovation,,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204011736
"Kumar, B. Indra Sena (59327740900)","Yakkala, Bhaskarrao (57193999047)","Thiruchelvam, Vinesh A.L. (55697499000)","Susiapan, Yvette Shaan Li (25931153500)",,,,,,,59327740900; 57193999047; 55697499000; 25931153500,Improving the V-I characteristics of Al2O3based CNTFET and comparing with SiO2based CNTFET by varying source/drain length,2024,AIP Conference Proceedings,0,10.1063/5.0229236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204011419&doi=10.1063%2F5.0229236&partnerID=40&md5=b6776de2de9a3bc1c56b8257f23ec1f5,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,B. Indra Sena Kumar - Saveetha School of Engineering,Bhaskarrao Yakkala - Saveetha School of Engineering,Vinesh A.L. Thiruchelvam - Asia Pacific University of Technology and Innovation,Yvette Shaan Li Susiapan - Asia Pacific University of Technology and Innovation,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204011419
"Duvuru, R. (59327860300)","Ganesan, R. (57202593144)","Thiruchelvam, Vinesh A.L. (55697499000)",,,,,,,,59327860300; 57202593144; 55697499000,Comparative studies on turbidity removal of cheyur lake water by novel oleifera moringa seeds with Strychnos Potatorum seeds,2024,AIP Conference Proceedings,0,10.1063/5.0229323,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204011090&doi=10.1063%2F5.0229323&partnerID=40&md5=58a517d5b3f19821599cfe0fd220291d,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,R. Duvuru - Saveetha School of Engineering,R. Ganesan - Saveetha School of Engineering,Vinesh A.L. Thiruchelvam - Asia Pacific University of Technology and Innovation,,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204011090
"Subikshan, S. (59328243400)","Thamizhvalavan, Paramasivam (57204819145)","Alexander, C. H.C. (59327650600)",,,,,,,,59328243400; 57204819145; 59327650600,Experimental research on wire electrical discharge machining on novel hybrid composites made of Al7075/5%B4C+2%Mg and comparison with Al7075 alloy on machining timing,2024,AIP Conference Proceedings,0,10.1063/5.0229665,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204010726&doi=10.1063%2F5.0229665&partnerID=40&md5=58028eec3fb41cf9a72138077872ca33,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,S. Subikshan - Saveetha School of Engineering,Paramasivam Thamizhvalavan - Saveetha School of Engineering,C. H.C. Alexander - Asia Pacific University of Technology and Innovation,,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204010726
"Rajendran, Rajesh Kanna (59010451200)","Mohana Priya, T. (58529182900)","Sivakumar, V. (57200774084)","Nataraj, Chandrasekharan (56878677800)","Thomas, Jishamol (58533575100)",,,,,,59010451200; 58529182900; 57200774084; 56878677800; 58533575100,Mitigating post-harvest losses through IoT-based machine learning algorithms in smart farming,2024,AIP Conference Proceedings,0,10.1063/5.0229500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204010477&doi=10.1063%2F5.0229500&partnerID=40&md5=3b01db94e591b203021d4bfd469f2841,India,Malaysia,Malaysia,India,,,,,,,,,,,,,,,Christ University,Asia Pacific University of Technology and Innovation,Asia Pacific University of Technology and Innovation,Christ University,,,,,,,,,,,,,,,Rajesh Kanna Rajendran - Christ University,T. Mohana Priya - Christ University,V. Sivakumar - Asia Pacific University of Technology and Innovation,Chandrasekharan Nataraj - Asia Pacific University of Technology and Innovation,Jishamol Thomas - Christ University,,,,,,Conference paper,Final,Scopus,2-s2.0-85204010477
"Ramasenderan, Narendran (59328285100)","Thiruchelvam, Vinesh A.L. (55697499000)","Ravivarma, S. (59328243800)","Ravinchandra, Krishna A.L. (57148494700)","Sulaiyam, M. (59328493700)","Sivanesan, Sivakumar (57203359474)","Perumal, Sathish Kumar Selva (59207427900)",,,,59328285100; 55697499000; 59328243800; 57148494700; 59328493700; 57203359474; 59207427900,Integrated IoT solution for early detection of red plam weevil infestation in palm trees,2024,AIP Conference Proceedings,0,10.1063/5.0229274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204010459&doi=10.1063%2F5.0229274&partnerID=40&md5=48d91053a6c64e71ff1ecfa0c34c8ee4,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Narendran Ramasenderan - Asia Pacific University of Technology and Innovation,Vinesh A.L. Thiruchelvam - Asia Pacific University of Technology and Innovation,S. Ravivarma - Asia Pacific University of Technology and Innovation,Krishna A.L. Ravinchandra - Asia Pacific University of Technology and Innovation,M. Sulaiyam - Asia Pacific University of Technology and Innovation,Sivakumar Sivanesan - Asia Pacific University of Technology and Innovation,Sathish Kumar Selva Perumal - Asia Pacific University of Technology and Innovation,,,,Conference paper,Final,Scopus,2-s2.0-85204010459
"Roomi, Mohamed Mansoor (57857434300)","Sivakumar, V. (57200774084)","Suvetha, S. (58070575200)","Priya, K. (57807311300)",,,,,,,57857434300; 57200774084; 58070575200; 57807311300,A transfer learning approach for anatomical side classification of knee X-ray,2024,AIP Conference Proceedings,0,10.1063/5.0229496,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204010326&doi=10.1063%2F5.0229496&partnerID=40&md5=2952af945c95d3c90ed992346b495234,India,Malaysia,,,,,,,,,,,,,,,,,Thiagarajar College of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Mohamed Mansoor Roomi - Madurai,V. Sivakumar - Asia Pacific University of Technology and Innovation,S. Suvetha - Madurai,K. Priya - Madurai,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204010326
"Prakash, Jay (57224702147)","Dass, P. (55931797700)","Kavitha, N. (59471271400)","Thiruchelvam, Vinesh A.L. (55697499000)",,,,,,,57224702147; 55931797700; 59471271400; 55697499000,Maximising the accuracy of handwritten alphabet recognition using Bayesian regression over random forest,2024,AIP Conference Proceedings,0,10.1063/5.0229267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204009777&doi=10.1063%2F5.0229267&partnerID=40&md5=234981d4d8895c633a4bd09dac4ca402,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Jay Prakash - Saveetha School of Engineering,P. Dass - Saveetha School of Engineering,N. Kavitha - Saveetha School of Engineering,Vinesh A.L. Thiruchelvam - Asia Pacific University of Technology and Innovation,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204009777
"Rashid, Muhammad Mahbubur (55420033000)","Salam, Syed Munimus (57190261661)","Ali, Mohammad Yeakub (55348433600)","Susiapan, Yvette Shaan Li (25931153500)",,,,,,,55420033000; 57190261661; 55348433600; 25931153500,Flywheels in renewable energy systems: A review of recent developments and future directions,2024,AIP Conference Proceedings,0,10.1063/5.0229870,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204009706&doi=10.1063%2F5.0229870&partnerID=40&md5=ebe93ad11816591d383cea0279004e6b,Malaysia,Brunei Darussalam,Malaysia,,,,,,,,,,,,,,,,International Islamic University Malaysia,Universiti Teknologi Brunei,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,Muhammad Mahbubur Rashid - International Islamic University Malaysia,Syed Munimus Salam - International Islamic University Malaysia,Mohammad Yeakub Ali - Universiti Teknologi Brunei,Yvette Shaan Li Susiapan - Kuala Lumpur,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204009706
"Brindha, C. S. (59328266000)","Sivanantham, S. (57212839956)","Nataraj, Chandrasekharan (56878677800)","Talasila, V. S.N. (59327987700)",,,,,,,59328266000; 57212839956; 56878677800; 59327987700,An accuracy analysis and prediction of daily workout using smart phone dataset using novel random forest algorithm over linear regression,2024,AIP Conference Proceedings,0,10.1063/5.0229405,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204009208&doi=10.1063%2F5.0229405&partnerID=40&md5=1d4c9b35d767391243996da22627e376,India,Malaysia,,,,,,,,,,,,,,,,,Saveetha School of Engineering,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,C. S. Brindha - Saveetha School of Engineering,S. Sivanantham - Saveetha School of Engineering,Chandrasekharan Nataraj - Asia Pacific University of Technology and Innovation,V. S.N. Talasila - Saveetha School of Engineering,,,,,,,Conference paper,Final,Scopus,2-s2.0-85204009208
