Authors,Author full names,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Isnaadh, A.; Lukose, J.","Isnaadh, Ahmed (59328626400); Lukose, Jacqueline (56622950300)",59328626400; 56622950300,Generator coherency identification using artificial neural network,2024,AIP Conference Proceedings,0,10.1063/5.0229679,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203959541&doi=10.1063%2F5.0229679&partnerID=40&md5=dad6c00902ab80d853c5b9522be8d6cc,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Isnaadh, Ahmed, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Lukose, Jacqueline, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203959541
"Kumar, K.S.; Mariam Bee, M.K.M.; Thiruchelvam, V.","Kumar, K. Sai (59285604800); Mariam Bee, Mohamed Kasim (57210324026); Thiruchelvam, Vinesh A.L. (55697499000)",59285604800; 57210324026; 55697499000,An analysis on obesity levels prediction based on smoking habits using stepwise linear regression algorithm in comparison with random forest classifier for improved accuracy,2024,AIP Conference Proceedings,0,10.1063/5.0229268,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203959493&doi=10.1063%2F5.0229268&partnerID=40&md5=478f4e454c51dd60821649d0b818b417,"Department of Electronics and Communication Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Kumar, K. Sai, Department of Electronics and Communication Engineering, Saveetha School of Engineering, Chennai, TN, India; Mariam Bee, Mohamed Kasim, Department of Electronics and Communication Engineering, Saveetha School of Engineering, Chennai, TN, India; Thiruchelvam, Vinesh A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203959493
"Kuppan, K.; Bhavani, R.; Alagirisamy, A.; Lakshmanan, R.","Kuppan, K. (59328249200); Bhavani, R. (57189183199); Alagirisamy, Mukil (57194716418); Lakshmanan, Ravi (56024984300)",59328249200; 57189183199; 57194716418; 56024984300,A novel automated image and video object detection based on bio-inspired method seagull and whale optimization algorithm using deep learning approach,2024,AIP Conference Proceedings,0,10.1063/5.0229437,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203959287&doi=10.1063%2F5.0229437&partnerID=40&md5=9dfc513b6850268170b6a42965348be6,"Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Kuppan, K., Saveetha School of Engineering, Chennai, TN, India; Bhavani, R., Saveetha School of Engineering, Chennai, TN, India; Alagirisamy, Mukil, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Lakshmanan, Ravi, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203959287
"Mousse, A.A.; Abdulla, R.; Thiruchelvam, V.; Nataraj, C.; Alagirisamy, A.; Bathich, A.; Lau, C.Y.","Mousse, Aden Abdillahi (59327991900); Abdulla, Raed (55493013900); Thiruchelvam, Vinesh A.L. (55697499000); Nataraj, Chandrasekharan (56878677800); Alagirisamy, Mukil (57194716418); Bathich, Ammar A. (55129212100); Lau, Cheeyong (57216207202)",59327991900; 55493013900; 55697499000; 56878677800; 57194716418; 55129212100; 57216207202,Multi-band MIMO antenna array design for 5G application,2024,AIP Conference Proceedings,0,10.1063/5.0230077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203959280&doi=10.1063%2F5.0230077&partnerID=40&md5=4bdf81819cb6f2a96279689f061ad87d,"Faculty of Computer Science, Engineering & Technology, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Faculty of Computer and Information Technology, Al-Madinah International University, Shah Alam, Selangor, Malaysia","Mousse, Aden Abdillahi, Faculty of Computer Science, Engineering & Technology, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Abdulla, Raed, Faculty of Computer Science, Engineering & Technology, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Thiruchelvam, Vinesh A.L., Faculty of Computer Science, Engineering & Technology, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Nataraj, Chandrasekharan, Faculty of Computer Science, Engineering & Technology, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Alagirisamy, Mukil, Faculty of Computer Science, Engineering & Technology, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Bathich, Ammar A., Faculty of Computer and Information Technology, Al-Madinah International University, Shah Alam, Selangor, Malaysia; Lau, Cheeyong, Faculty of Computer Science, Engineering & Technology, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203959280
"Izra, M.S.; Mardziah, C.M.; Rozlin, N.M.N.; Alexander, C.H.C.","Izra, M. S. (59328016800); Mardziah, C. M. (57225283427); Rozlin, N. M.Nik (57199685311); Alexander, C. H.C. (59327650600)",59328016800; 57225283427; 57199685311; 59327650600,Physicochemical properties of natural hydroxyapatite extracted from chicken bone bio-waste,2024,AIP Conference Proceedings,0,10.1063/5.0229183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203958891&doi=10.1063%2F5.0229183&partnerID=40&md5=1d1fd55cd1a6656493363a5be6166998,"College of Engineering, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia; Fracture Mechanics and Materials Integrity Research Group, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Izra, M. S., College of Engineering, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia; Mardziah, C. M., College of Engineering, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia, Fracture Mechanics and Materials Integrity Research Group, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia; Rozlin, N. M.Nik, College of Engineering, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia, Fracture Mechanics and Materials Integrity Research Group, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia; Alexander, C. H.C., Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203958891
"Anil, V.; Sriramya, P.; Thiruchelvam, V.","Anil, V. (59328014100); Sriramya, P. (55497331700); Thiruchelvam, Vinesh A.L. (55697499000)",59328014100; 55497331700; 55697499000,Accuracy analysis for prediction of customer attrition using novel XGBoost over decision tree in big data platform,2024,AIP Conference Proceedings,0,10.1063/5.0229257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203958581&doi=10.1063%2F5.0229257&partnerID=40&md5=813fa3494e8615106ad04db2c0c4144d,"Department of Information Technology, Saveetha School of Engineering, Chennai, TN, India; Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Anil, V., Department of Information Technology, Saveetha School of Engineering, Chennai, TN, India; Sriramya, P., Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; Thiruchelvam, Vinesh A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203958581
"Reddy, T.J.; Rubavathy, S.J.; Thiruchelvam, V.","Reddy, Thanmai J. (59328371200); Rubavathy, S. Jaanaa (57934283300); Thiruchelvam, Vinesh A.L. (55697499000)",59328371200; 57934283300; 55697499000,Voltage gain optimization in buck converter using tuned fuzzy logic controller compared with fuzzy logic controller by varying input voltage,2024,AIP Conference Proceedings,0,10.1063/5.0229288,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203958430&doi=10.1063%2F5.0229288&partnerID=40&md5=b5e079c7bb52ba93b7861539145c19ad,"Department of Electrical and Electronic Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Reddy, Thanmai J., Department of Electrical and Electronic Engineering, Saveetha School of Engineering, Chennai, TN, India; Rubavathy, S. Jaanaa, Department of Electrical and Electronic Engineering, Saveetha School of Engineering, Chennai, TN, India; Thiruchelvam, Vinesh A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203958430
"Ajaykumar, N.; Kamatchi, S.; Nataraj, C.; Judy, S.; Deepak, A.","Ajaykumar, Notom (57200945523); Kamatchi, S. (57191662810); Nataraj, Chandrasekharan (56878677800); Judy, S. (58370163200); Deepak, A. V.S. (57210350224)",57200945523; 57191662810; 56878677800; 58370163200; 57210350224,Enhancing accuracy in predicting heart failure clinical readmission through comparative analysis of logistic regression and naive bayes algorithms,2024,AIP Conference Proceedings,0,10.1063/5.0229984,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203958377&doi=10.1063%2F5.0229984&partnerID=40&md5=aa33830f72a5b1585a0ff94d15e1fa2d,"Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Computer Science and Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, TN, India","Ajaykumar, Notom, Saveetha School of Engineering, Chennai, TN, India; Kamatchi, S., Saveetha School of Engineering, Chennai, TN, India; Nataraj, Chandrasekharan, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Judy, S., Saveetha School of Engineering, Chennai, TN, India; Deepak, A. V.S., Department of Computer Science and Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, TN, India",Conference paper,Scopus,2-s2.0-85203958377
"Chuah, Y.Y.; Ng, C.K.; Teoh, M.W.; Chuah, Y.D.; Ting, C.H.; Lim, I.Y.; Sutharsini, U.; Alexander, C.H.C.","Chuah, Y. Y. (59327995400); Ng, Chui Kim (57190445131); Teoh, Minwei (58071083000); Chuah, Yea Dat (36561357900); Ting, Chen Hunt (57193357476); Lim, Ignatius Y. (58203510000); Sutharsini, U. (55763631900); Alexander, C. H.C. (59327650600)",59327995400; 57190445131; 58071083000; 36561357900; 57193357476; 58203510000; 55763631900; 59327650600,Synthesis and characterization of eggshell-derived hydroxyapatite via emulsion method,2024,AIP Conference Proceedings,0,10.1063/5.0229517,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203958362&doi=10.1063%2F5.0229517&partnerID=40&md5=26e6dad4c88f135a2f3d8cdcd894b8fc,"Department of Materials Engineering, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Department of Mechanical Engineering, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Department of Mechanical and Materials & Manufacturing Engineering, Universiti Tunku Abdul Rahman, Kajang, Selangor, Malaysia; Department of Physics, University of Jaffna, Jaffna, Sri Lanka; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Chuah, Y. Y., Department of Materials Engineering, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Ng, Chui Kim, Department of Materials Engineering, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Teoh, Minwei, Department of Materials Engineering, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Chuah, Yea Dat, Department of Mechanical Engineering, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia; Ting, Chen Hunt, Department of Mechanical and Materials & Manufacturing Engineering, Universiti Tunku Abdul Rahman, Kajang, Selangor, Malaysia; Lim, Ignatius Y., Department of Mechanical and Materials & Manufacturing Engineering, Universiti Tunku Abdul Rahman, Kajang, Selangor, Malaysia; Sutharsini, U., Department of Physics, University of Jaffna, Jaffna, Sri Lanka; Alexander, C. H.C., Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203958362
"Veronica, M.Y.T.; Pramila, P.V.; Divya, K.; Selvaperumal, S.K.; Venu, D.","Veronica, M. Y.T. (59328269200); Pramila, P. V. (57218370956); Divya, K. (59054523900); Selvaperumal, Sathish Kumar (59454536000); Venu, Durumutla (59327650700)",59328269200; 57218370956; 59054523900; 59454536000; 59327650700,Detection of bone fracture in upper extremities using visual geometric group-19 and compare the accuracy with CNN,2024,AIP Conference Proceedings,0,10.1063/5.0229450,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203958355&doi=10.1063%2F5.0229450&partnerID=40&md5=e31f6570fbcc1ea5f2cc7332c464873a,"Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Veronica, M. Y.T., Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; Pramila, P. V., Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; Divya, K., Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; Selvaperumal, Sathish Kumar, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Venu, Durumutla, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203958355
"Ashwini, A.; Arulvel, R.; Shakila, M.; Krishnanjali; Wong, W.S.; Kaur, G.H.","Ashwini, Anandan (57203142054); Arulvel, Ramaswamy (56985535900); Shakila, M. (58367389000); Krishnanjali (59327866000); Wong, Siew Fan (59328118000); Kaur, H. (57211205736)",57203142054; 56985535900; 58367389000; 59327866000; 59328118000; 57211205736,Characterization of coconut husk briquettes using cow dung as a binder with comparison to Elaeis guineensis,2024,AIP Conference Proceedings,0,10.1063/5.0229369,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203958090&doi=10.1063%2F5.0229369&partnerID=40&md5=3f947a2f10ed70f01a00ae1bd9820b00,"Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Ashwini, Anandan, Saveetha School of Engineering, Chennai, TN, India; Arulvel, Ramaswamy, Saveetha School of Engineering, Chennai, TN, India; Shakila, M., Saveetha School of Engineering, Chennai, TN, India; Krishnanjali, null, Saveetha School of Engineering, Chennai, TN, India; Wong, Siew Fan, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Kaur, H., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203958090
"Ramasenderan, N.; Thiruchelvam, V.; Maahy, M.S.; Ravinchandra, K.; Sidhu, G.S.; Sivanesan, S.","Ramasenderan, Narendran (59328285100); Thiruchelvam, Vinesh A.L. (55697499000); Maahy, M. S. (59327759000); Ravinchandra, Krishna A.L. (57148494700); Sidhu, G. S. (59328140300); Sivanesan, Sivakumar (57203359474)",59328285100; 55697499000; 59327759000; 57148494700; 59328140300; 57203359474,Autonomous FFB carrier dumping platform,2024,AIP Conference Proceedings,0,10.1063/5.0229192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203957768&doi=10.1063%2F5.0229192&partnerID=40&md5=3b8ab18f11bd8b2171470a77f79950ac,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Ramasenderan, Narendran, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Thiruchelvam, Vinesh A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Maahy, M. S., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Ravinchandra, Krishna A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sidhu, G. S., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sivanesan, Sivakumar, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203957768
